work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,job_type,company_location,company_size,conversion_rates,foreign_employee
2023,Senior_level,Full-time,Data Analytics Specialist,105000,USD,105000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analytics Specialist,85000,USD,85000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Research Scientist,215000,USD,215000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Research Scientist,146300,USD,146300,USA,On-Site,USA,Medium,1.0,NO
2023,Entry_level,Full-time,AI Developer,200000,EUR,214618,DEU,Remote,DEU,Large,0.9318882852323663,NO
2023,Mid_level,Full-time,Data Engineer,72000,USD,72000,MEX,Remote,MEX,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,60000,USD,60000,MEX,Remote,MEX,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,153400,USD,153400,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,122700,USD,122700,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,260000,USD,260000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,175000,USD,175000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,186300,USD,186300,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,123900,USD,123900,USA,Remote,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Research Scientist,340000,USD,340000,USA,Remote,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Research Scientist,150000,USD,150000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,153400,USD,153400,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,122700,USD,122700,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,250000,USD,250000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,175000,USD,175000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Scientist,60000,EUR,64385,FRA,Hybrid,FRA,Medium,0.9318940747068416,NO
2023,Senior_level,Full-time,Data Analyst,185900,USD,185900,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,121700,USD,121700,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,153600,USD,153600,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,106800,USD,106800,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Freelancer,Software Data Engineer,50000,USD,50000,NGA,Hybrid,AUS,Medium,1.0,YES
2023,Entry_level,Full-time,Data Analyst,100000,USD,100000,UZB,Remote,USA,Large,1.0,YES
2023,Senior_level,Full-time,Machine Learning Engineer,247500,USD,247500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,172200,USD,172200,USA,On-Site,USA,Medium,1.0,NO
2023,Executive_level,Full-time,Data Engineer,310000,USD,310000,USA,Remote,USA,Medium,1.0,NO
2023,Executive_level,Full-time,Data Engineer,239000,USD,239000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,125000,USD,125000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,110000,USD,110000,USA,On-Site,USA,Medium,1.0,NO
2023,Entry_level,Full-time,Data Analyst,150000,USD,150000,USA,On-Site,USA,Medium,1.0,NO
2023,Entry_level,Full-time,Data Analyst,100000,USD,100000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,149076,USD,149076,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,82365,USD,82365,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,146000,USD,146000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,75000,USD,75000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,139500,USD,139500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,109400,USD,109400,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,139500,USD,139500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,109400,USD,109400,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,149600,USD,149600,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,102000,USD,102000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Analyst,80000,GBP,97218,GBR,On-Site,GBR,Medium,0.8228928799193564,NO
2023,Mid_level,Full-time,Data Analyst,40000,GBP,48609,GBR,On-Site,GBR,Medium,0.8228928799193564,NO
2023,Senior_level,Full-time,Data Engineer,252000,USD,252000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,129000,USD,129000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,95000,USD,95000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,85500,USD,85500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,185900,USD,185900,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,121700,USD,121700,USA,On-Site,USA,Medium,1.0,NO
2023,Entry_level,Full-time,Research Scientist,150000,USD,150000,USA,On-Site,USA,Medium,1.0,NO
2023,Entry_level,Full-time,Research Scientist,100000,USD,100000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,145000,USD,145000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,125000,USD,125000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Scientist,150000,USD,150000,USA,Remote,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Scientist,97750,USD,97750,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,201000,USD,201000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,122000,USD,122000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,252000,USD,252000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,129000,USD,129000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,120000,USD,120000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,75000,USD,75000,USA,Remote,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Scientist,116990,USD,116990,USA,Remote,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Scientist,82920,USD,82920,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,185900,USD,185900,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,129300,USD,129300,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Machine Learning Scientist,200000,USD,200000,USA,On-Site,USA,Small,1.0,NO
2023,Mid_level,Full-time,Machine Learning Scientist,125000,USD,125000,USA,On-Site,USA,Small,1.0,NO
2023,Senior_level,Full-time,Data Scientist,201000,USD,201000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,122000,USD,122000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,204500,USD,204500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,142200,USD,142200,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Manager,155000,USD,155000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Manager,140000,USD,140000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Machine Learning Infrastructure Engineer,205920,USD,205920,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Machine Learning Infrastructure Engineer,171600,USD,171600,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,121500,USD,121500,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,78000,USD,78000,USA,Remote,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,154000,USD,154000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,116000,USD,116000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,190000,USD,190000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,136000,USD,136000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Analyst,65000,GBP,78990,GBR,Remote,GBR,Medium,0.8228889732877579,NO
2023,Mid_level,Full-time,Data Analyst,36050,GBP,43809,GBR,Remote,GBR,Medium,0.822890273688055,NO
2023,Senior_level,Full-time,Data Analyst,180000,USD,180000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,110000,USD,110000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,275300,USD,275300,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,183000,USD,183000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,170000,USD,170000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,140000,USD,140000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,154000,USD,154000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,116000,USD,116000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,160000,USD,160000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,130000,USD,130000,USA,Remote,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,200000,USD,200000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,120000,USD,120000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,175000,USD,175000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,160000,USD,160000,USA,Remote,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,105000,GBP,127599,GBR,On-Site,GBR,Medium,0.8228904615239931,NO
2023,Mid_level,Full-time,Data Engineer,85000,GBP,103294,GBR,On-Site,GBR,Medium,0.8228938757333436,NO
2023,Senior_level,Full-time,Data Engineer,153600,USD,153600,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,106800,USD,106800,USA,On-Site,USA,Medium,1.0,NO
2023,Entry_level,Full-time,Data Analyst,85000,USD,85000,USA,Remote,USA,Medium,1.0,NO
2023,Entry_level,Full-time,Data Analyst,75000,USD,75000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,225000,USD,225000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,156400,USD,156400,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Analytics Engineer,150000,USD,150000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Analytics Engineer,120000,USD,120000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,163800,USD,163800,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,126000,USD,126000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,145000,USD,145000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,90000,USD,90000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,204500,USD,204500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,142200,USD,142200,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,95000,USD,95000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,85500,USD,85500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,167500,USD,167500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,106500,USD,106500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,163800,USD,163800,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,126000,USD,126000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Analytics Manager,155000,USD,155000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Analytics Manager,140000,USD,140000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Research Scientist,250000,USD,250000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Research Scientist,200000,USD,200000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,260000,USD,260000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,186000,USD,186000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,160000,USD,160000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,130000,USD,130000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Research Scientist,200000,USD,200000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Research Scientist,150000,USD,150000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,45000,EUR,48289,ESP,On-Site,ESP,Medium,0.9318892501397834,NO
2023,Senior_level,Full-time,Data Scientist,36000,EUR,38631,ESP,On-Site,ESP,Medium,0.9318940747068416,NO
2023,Senior_level,Full-time,Data Scientist,150000,USD,150000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,120000,USD,120000,USA,On-Site,USA,Medium,1.0,NO
2023,Entry_level,Full-time,Data Analyst,30000,USD,30000,IND,Hybrid,IND,Medium,1.0,NO
2023,Mid_level,Full-time,Research Scientist,185000,USD,185000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Research Scientist,125000,USD,125000,USA,On-Site,USA,Medium,1.0,NO
2022,Entry_level,Part-time,Data Analyst,34320,USD,34320,USA,Remote,USA,Small,1.0,NO
2022,Mid_level,Full-time,Business Data Analyst,48000,BRL,9289,BRA,Remote,BRA,Medium,5.167402303800194,NO
2023,Senior_level,Full-time,Head of Data,70000,EUR,75116,PRT,Remote,PRT,Large,0.9318920070291283,NO
2022,Executive_level,Full-time,Data Science Manager,106000,USD,106000,UZB,On-Site,RUS,Large,1.0,YES
2023,Senior_level,Full-time,Data Analyst,175000,USD,175000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,130000,USD,130000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,122000,USD,122000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,93800,USD,93800,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Science Manager,150000,USD,150000,MEX,Remote,MEX,Medium,1.0,NO
2023,Senior_level,Full-time,Data Science Manager,90000,USD,90000,MEX,Remote,MEX,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,165000,USD,165000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,112000,USD,112000,USA,Remote,USA,Medium,1.0,NO
2023,Entry_level,Full-time,Computer Vision Engineer,220000,USD,220000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,BI Data Analyst,67000,EUR,71897,DEU,Remote,DEU,Medium,0.9318886740754134,NO
2023,Entry_level,Full-time,AI Developer,60000,EUR,64385,DEU,On-Site,DEU,Medium,0.9318940747068416,NO
2023,Senior_level,Full-time,Machine Learning Engineer,204500,USD,204500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,142200,USD,142200,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,1300000,INR,15806,IND,Remote,IND,Small,82.24724788055168,NO
2023,Mid_level,Full-time,Machine Learning Engineer,200000,USD,200000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Machine Learning Engineer,175000,USD,175000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,185900,USD,185900,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,129300,USD,129300,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,185900,USD,185900,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,121700,USD,121700,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,204500,USD,204500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,142200,USD,142200,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Scientist,40000,USD,40000,FRA,Hybrid,FRA,Large,1.0,NO
2023,Senior_level,Full-time,Data Science Consultant,1000000,THB,29453,THA,Hybrid,THA,Medium,33.952398736970764,NO
2023,Senior_level,Full-time,Data Analyst,180180,USD,180180,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,106020,USD,106020,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,136000,USD,136000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,104000,USD,104000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,125000,USD,125000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,110000,USD,110000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,153400,USD,153400,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,122700,USD,122700,USA,On-Site,USA,Medium,1.0,NO
2023,Executive_level,Full-time,Data Engineer,310000,USD,310000,USA,Remote,USA,Medium,1.0,NO
2023,Executive_level,Full-time,Data Engineer,239000,USD,239000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,152380,USD,152380,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,121904,USD,121904,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,185900,USD,185900,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,129300,USD,129300,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,247500,USD,247500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,172200,USD,172200,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Architect,168400,USD,168400,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Architect,105200,USD,105200,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,128280,USD,128280,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,106900,USD,106900,USA,On-Site,USA,Medium,1.0,NO
2022,Senior_level,Full-time,Lead Data Scientist,192000,USD,192000,USA,Remote,USA,Large,1.0,NO
2023,Mid_level,Full-time,Data Engineer,140000,USD,140000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Data Engineer,100000,USD,100000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Research Engineer,100000,EUR,107309,DEU,Remote,DEU,Small,0.9318882852323663,NO
2023,Senior_level,Full-time,Research Engineer,80000,EUR,85847,DEU,Remote,DEU,Small,0.9318904562768646,NO
2023,Senior_level,Full-time,Machine Learning Engineer,275000,USD,275000,DEU,On-Site,DEU,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,174000,USD,174000,DEU,On-Site,DEU,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,139500,USD,139500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,109400,USD,109400,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,139500,USD,139500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,109400,USD,109400,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,170500,USD,170500,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,85000,USD,85000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Manager,60027,GBP,72946,GBR,On-Site,GBR,Medium,0.8228963891097524,NO
2023,Senior_level,Full-time,Data Manager,44737,GBP,54365,GBR,On-Site,GBR,Medium,0.8229007633587786,NO
2023,Executive_level,Full-time,Head of Data Science,131899,GBP,160288,GBR,On-Site,GBR,Medium,0.8228875524056698,NO
2023,Executive_level,Full-time,Head of Data Science,104891,GBP,127467,GBR,On-Site,GBR,Medium,0.822887492449026,NO
2023,Senior_level,Full-time,Data Engineer,80000,USD,80000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,65000,USD,65000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,124740,USD,124740,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,65488,USD,65488,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Quality Analyst,72200,USD,72200,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Quality Analyst,64980,USD,64980,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,153600,USD,153600,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,106800,USD,106800,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,179975,USD,179975,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,86466,USD,86466,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,120000,USD,120000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,90000,USD,90000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Insight Analyst,42000,GBP,51039,GBR,On-Site,GBR,Medium,0.8229001351907365,NO
2023,Mid_level,Full-time,Insight Analyst,35000,GBP,42533,GBR,On-Site,GBR,Medium,0.8228904615239931,NO
2023,Senior_level,Full-time,Data Scientist,149076,USD,149076,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,82365,USD,82365,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,169000,USD,169000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,110600,USD,110600,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Science Manager,175000,USD,175000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Science Manager,120000,USD,120000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,230000,USD,230000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,180000,USD,180000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,153600,USD,153600,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,106800,USD,106800,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Manager,140000,USD,140000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Manager,120000,USD,120000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Infrastructure Engineer,205920,USD,205920,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Infrastructure Engineer,171600,USD,171600,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,165000,USD,165000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,125000,USD,125000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,265000,USD,265000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,185000,USD,185000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Applied Machine Learning Engineer,130000,USD,130000,USA,On-Site,USA,Medium,1.0,NO
2022,Entry_level,Full-time,Data Scientist,168000,USD,168000,USA,Remote,USA,Medium,1.0,NO
2023,Mid_level,Full-time,AI Scientist,36000,EUR,38631,ESP,Hybrid,ESP,Large,0.9318940747068416,NO
2023,Senior_level,Full-time,Data Analyst,95000,USD,95000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Analyst,85500,USD,85500,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,147100,USD,147100,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Scientist,90700,USD,90700,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,167580,USD,167580,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,87980,USD,87980,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,202000,USD,202000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,135000,USD,135000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,163800,USD,163800,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,126000,USD,126000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,163800,USD,163800,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,126000,USD,126000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,104000,USD,104000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Data Engineer,65000,USD,65000,USA,Remote,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Research Engineer,230000,USD,230000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Research Engineer,148000,USD,148000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,269000,USD,269000,CAN,Remote,CAN,Medium,1.0,NO
2023,Senior_level,Full-time,Machine Learning Engineer,158000,USD,158000,CAN,Remote,CAN,Medium,1.0,NO
2023,Senior_level,Full-time,Analytics Engineer,197000,USD,197000,USA,On-Site,USA,Medium,1.0,NO
2023,Senior_level,Full-time,Analytics Engineer,106000,USD,106000,USA,On-Site,USA,Medium,1.0,NO
2023,Mid_level,Full-time,Deep Learning Engineer,150000,USD,150000,USA,Remote,USA,Medium,1.0,NO
