CustomerId,Gender,Age,Geography,Bank DOJ,Category,EstimatedSalary,Balance,CreditScore,Tenure,NumOfProducts,IsActiveMember,Exit
15645463,Female,27,France,3/16/2018 0:00,credit card holder,67494.23,0,843,5,2,Active,Retain
15645496,Female,43,France,6/13/2019 0:00,credit card holder,143668.58,139972.18,648,4,1,Not Active,Retain
15645511,Male,43,Spain,8/7/2019 0:00,credit card holder,107415.02,97403.18,727,4,1,Active,Exit
15645517,Male,22,Spain,3/24/2019 0:00,credit card holder,9684.52,0,850,4,2,Active,Retain
15645543,Female,34,France,12/25/2016 0:00,credit card holder,44756.25,0,636,6,2,Active,Retain
15645544,Female,30,Germany,2/20/2018 0:00,credit card holder,582.53,129753.69,642,5,1,Not Active,Retain
15645569,Female,26,Spain,11/30/2019 0:00,credit card holder,169654.57,123709.46,762,3,2,Active,Retain
15645571,Male,32,Spain,10/1/2017 0:00,non credit card holder,146504.35,0,596,6,2,Active,Retain
15645572,Female,40,France,2/9/2018 0:00,credit card holder,28280.8,0,743,5,1,Not Active,Exit
15645593,Female,41,France,11/30/2017 0:00,credit card holder,115724.78,91328.71,599,5,1,Not Active,Retain
15645600,Female,27,Spain,1/27/2019 0:00,credit card holder,106969.98,98926.4,739,4,1,Active,Retain
15645621,Male,44,Spain,11/11/2016 0:00,non credit card holder,78439.73,0,811,6,2,Active,Retain
15645637,Female,39,Germany,5/5/2019 0:00,credit card holder,164248.33,119787.76,798,4,1,Active,Retain
15645717,Male,62,France,11/27/2017 0:00,credit card holder,25438.87,0,732,5,2,Active,Retain
15645744,Female,30,France,8/9/2018 0:00,non credit card holder,157397.57,0,826,5,2,Active,Retain
15645766,Male,25,Spain,3/18/2019 0:00,credit card holder,8227.91,0,634,4,2,Active,Retain
15645772,Male,33,France,9/30/2016 0:00,credit card holder,84174.81,0,661,6,2,Active,Retain
15645778,Male,42,Spain,9/26/2018 0:00,credit card holder,188227.8,81589.04,670,4,1,Not Active,Retain
15645815,Male,45,France,4/20/2019 0:00,credit card holder,164886.64,0,615,4,2,Active,Retain
15645820,Male,27,France,11/30/2016 0:00,credit card holder,111471.55,0,698,6,2,Not Active,Retain
15645835,Male,32,France,1/12/2018 0:00,credit card holder,55724.24,0,605,4,2,Active,Retain
15645839,Male,37,France,7/18/2016 0:00,credit card holder,187758.5,0,570,7,1,Active,Retain
15645847,Male,35,Germany,3/15/2018 0:00,credit card holder,109393.19,109196.66,569,5,3,Not Active,Exit
15645896,Male,39,Germany,12/16/2017 0:00,non credit card holder,61793.47,121681.91,646,5,2,Active,Retain
15645904,Female,33,France,11/30/2016 0:00,non credit card holder,186785.01,0,685,6,2,Active,Retain
15645937,Male,32,Spain,8/11/2016 0:00,credit card holder,91044.47,0,790,6,1,Not Active,Retain
15645942,Male,40,Spain,12/18/2019 0:00,credit card holder,164768.82,0,689,3,2,Active,Retain
15645956,Male,44,Spain,10/30/2017 0:00,credit card holder,69697.74,88915.85,452,5,1,Not Active,Retain
15646037,Male,77,France,9/11/2016 0:00,credit card holder,81514.06,0,641,6,3,Active,Retain
15646082,Female,34,France,10/21/2019 0:00,credit card holder,91817.38,82909.14,676,3,1,Not Active,Exit
15646091,Female,43,Spain,11/21/2019 0:00,credit card holder,123181.44,95140.44,560,3,2,Not Active,Exit
15646161,Female,37,Spain,12/27/2019 0:00,credit card holder,183318.79,0,673,3,2,Active,Retain
15646168,Male,33,Spain,5/31/2019 0:00,credit card holder,66285.18,0,834,4,2,Not Active,Retain
15646190,Female,56,France,3/2/2018 0:00,non credit card holder,158325.87,119963.45,677,5,1,Not Active,Exit
15646196,Female,36,Spain,6/18/2018 0:00,non credit card holder,169415.54,155180.56,850,5,2,Not Active,Retain
15646227,Female,27,France,6/20/2019 0:00,credit card holder,166144.98,97893.2,682,4,1,Not Active,Retain
15646262,Male,31,France,7/23/2019 0:00,credit card holder,35408.77,0,622,4,1,Not Active,Retain
15646276,Female,32,France,1/10/2018 0:00,credit card holder,191260.74,146033.62,831,4,1,Not Active,Retain
15646302,Female,24,France,11/25/2018 0:00,credit card holder,121408.55,100169.51,705,4,1,Not Active,Retain
15646310,Male,24,Spain,9/19/2018 0:00,credit card holder,22527.27,143582.89,684,5,1,Active,Retain
15646351,Male,27,Spain,4/12/2019 0:00,credit card holder,28823.04,0,486,3,2,Not Active,Retain
15646366,Male,41,Germany,8/11/2016 0:00,non credit card holder,20491.15,120586.54,521,6,1,Active,Retain
15646372,Female,66,France,6/11/2018 0:00,credit card holder,183840.51,135842.41,616,4,1,Not Active,Exit
15646374,Female,28,Germany,11/28/2017 0:00,credit card holder,13182.43,62717.84,766,5,2,Active,Retain
15646490,Male,42,Spain,7/27/2019 0:00,non credit card holder,127154.8,190569.23,537,4,1,Active,Retain
15646513,Male,42,France,1/3/2017 0:00,credit card holder,196466.83,0,803,6,1,Not Active,Exit
15646521,Female,36,Spain,6/21/2016 0:00,credit card holder,143960.72,0,634,7,1,Active,Retain
15646535,Male,46,France,10/3/2018 0:00,credit card holder,56770.76,113226.47,578,5,1,Not Active,Retain
15646539,Male,31,France,3/12/2019 0:00,credit card holder,56794.73,96288.26,531,3,1,Not Active,Retain
15646558,Male,51,Spain,11/15/2019 0:00,credit card holder,149648.45,122874.74,611,3,1,Active,Retain
15646563,Female,35,France,3/6/2019 0:00,non credit card holder,25448.31,0,772,4,1,Active,Retain
15646566,Female,58,France,8/22/2019 0:00,non credit card holder,35825.18,187911.55,763,4,1,Active,Retain
15646594,Male,41,France,10/31/2017 0:00,credit card holder,61128.29,57568.94,749,5,1,Active,Retain
15646609,Male,33,France,3/15/2019 0:00,non credit card holder,69132.66,142645.43,748,4,1,Not Active,Retain
15646615,Male,28,Germany,6/7/2017 0:00,non credit card holder,58976.85,119336.29,576,6,2,Active,Retain
15646632,Male,38,France,12/10/2017 0:00,credit card holder,14379.01,0,741,5,2,Not Active,Retain
15646720,Female,55,Spain,4/8/2019 0:00,credit card holder,85890.75,0,628,4,3,Not Active,Exit
15646726,Male,43,France,9/21/2018 0:00,non credit card holder,63833.09,0,672,5,1,Not Active,Retain
15646756,Female,33,France,3/10/2019 0:00,credit card holder,32770.56,74963.5,682,3,1,Active,Retain
15646764,Female,58,Germany,5/10/2016 0:00,credit card holder,35199.24,119024.75,617,6,2,Not Active,Exit
15646784,Female,31,France,9/15/2017 0:00,credit card holder,60993.23,164003.05,529,6,2,Active,Retain
15646810,Male,44,Germany,10/24/2019 0:00,credit card holder,108488.33,108122.39,603,3,2,Not Active,Exit
15646817,Male,51,France,3/5/2016 0:00,credit card holder,40257.79,156773.78,769,7,2,Not Active,Retain
15646859,Male,47,Germany,4/11/2019 0:00,credit card holder,66799.28,107363.29,621,3,1,Active,Retain
15646936,Female,32,Germany,5/29/2016 0:00,credit card holder,180990.29,146810.99,631,7,2,Active,Retain
15646942,Female,39,Spain,3/4/2018 0:00,non credit card holder,100929.59,0,786,5,2,Not Active,Retain
15646969,Male,33,Spain,2/1/2017 0:00,credit card holder,176921,0,776,6,2,Active,Retain
15647008,Male,54,Germany,2/12/2017 0:00,credit card holder,110498.1,116726.22,624,5,1,Not Active,Exit
15647091,Male,19,Germany,8/28/2017 0:00,non credit card holder,45613.75,75888.2,725,6,1,Not Active,Retain
15647099,Female,37,France,3/8/2018 0:00,credit card holder,72008.61,156091.97,633,5,1,Not Active,Retain
15647111,Female,22,Spain,12/7/2019 0:00,credit card holder,107753.07,114440.24,794,4,1,Active,Retain
15647191,Male,36,France,7/10/2018 0:00,credit card holder,7824.31,0,677,4,2,Not Active,Retain
15647203,Female,35,France,9/12/2017 0:00,credit card holder,191520.5,0,750,5,1,Not Active,Retain
15647207,Male,26,France,2/1/2017 0:00,credit card holder,98463.99,0,609,6,2,Not Active,Retain
15647259,Male,35,Spain,12/21/2019 0:00,non credit card holder,67979.35,0,643,3,2,Not Active,Retain
15647266,Female,45,Spain,11/11/2019 0:00,credit card holder,18732.84,135923.16,651,3,1,Not Active,Retain
15647292,Male,63,France,9/17/2016 0:00,non credit card holder,118862.08,148368.02,697,7,1,Not Active,Exit
15647295,Male,34,France,5/9/2018 0:00,credit card holder,107876.91,0,426,5,2,Not Active,Retain
15647301,Female,45,Germany,10/26/2019 0:00,credit card holder,96404.38,143734.01,549,3,2,Active,Retain
15647306,Female,29,France,4/22/2017 0:00,credit card holder,163746.09,131240.61,777,6,1,Active,Exit
15647311,Female,41,Spain,9/10/2018 0:00,non credit card holder,112542.58,83807.86,608,4,1,Active,Retain
15647333,Male,27,France,12/11/2018 0:00,credit card holder,21254.06,137003.68,621,4,1,Not Active,Retain
15647385,Male,56,Spain,8/5/2016 0:00,non credit card holder,4523.74,99340.83,579,7,1,Not Active,Exit
15647402,Female,38,France,6/6/2019 0:00,credit card holder,48924.73,0,628,4,2,Active,Retain
15647453,Male,42,France,10/15/2016 0:00,non credit card holder,1187.88,102936.72,721,6,1,Not Active,Retain
15647474,Female,40,France,5/11/2018 0:00,credit card holder,60706.33,95624.36,613,4,2,Active,Retain
15647546,Female,40,Germany,11/29/2019 0:00,non credit card holder,196226.38,150679.71,688,3,2,Active,Retain
15647570,Male,45,Germany,5/31/2017 0:00,non credit card holder,195123.94,120591.19,640,6,1,Not Active,Retain
15647572,Male,34,Spain,1/6/2018 0:00,credit card holder,136909.88,54980.81,504,5,1,Active,Retain
15647725,Female,61,France,11/21/2018 0:00,credit card holder,166305.16,62055.17,675,4,3,Not Active,Exit
15647782,Male,36,Germany,9/20/2018 0:00,credit card holder,177130.33,152899.24,729,5,2,Not Active,Retain
15647800,Female,34,France,11/20/2019 0:00,credit card holder,33501.98,101266.51,850,3,1,Not Active,Retain
15647807,Male,40,France,7/12/2018 0:00,credit card holder,52827.51,109219.83,642,4,1,Not Active,Retain
15647838,Female,51,Germany,11/3/2018 0:00,credit card holder,4121.04,116574.84,648,5,1,Not Active,Exit
15647842,Female,48,Germany,6/11/2016 0:00,credit card holder,63940.68,120782.7,601,6,1,Not Active,Exit
15647890,Male,37,France,6/28/2019 0:00,credit card holder,146411.6,149405.18,691,4,1,Active,Retain
15647898,Female,50,Spain,6/9/2019 0:00,credit card holder,184758.17,130554.51,610,4,3,Not Active,Exit
15647965,Female,57,France,12/27/2016 0:00,credit card holder,71167.17,114023.64,477,6,2,Active,Exit
15647974,Female,44,France,11/13/2017 0:00,credit card holder,1568.91,118742.74,679,5,2,Not Active,Retain
15647975,Male,26,Germany,10/20/2018 0:00,non credit card holder,141763.26,147037.32,651,4,1,Not Active,Retain
15648005,Male,33,Spain,10/11/2018 0:00,credit card holder,182738,0,672,4,2,Active,Retain
15648030,Female,33,Spain,7/26/2017 0:00,credit card holder,165000.68,137388.01,731,6,2,Not Active,Retain
15648032,Male,37,Spain,2/1/2019 0:00,non credit card holder,187816.59,0,588,4,2,Active,Retain
15648047,Male,27,Germany,3/12/2017 0:00,non credit card holder,21793.59,190125.43,742,5,2,Not Active,Retain
15648064,Male,33,France,11/22/2019 0:00,credit card holder,2010.98,0,649,3,2,Not Active,Retain
15648067,Male,39,France,11/12/2018 0:00,credit card holder,73107.6,129299.28,583,4,2,Not Active,Retain
15648069,Female,36,France,10/22/2019 0:00,credit card holder,190194.95,0,850,3,2,Active,Retain
15648075,Female,47,Germany,6/12/2018 0:00,credit card holder,173179.79,170935.94,686,4,1,Not Active,Exit
15648136,Female,28,Germany,9/22/2016 0:00,credit card holder,166682.57,152812.58,658,7,1,Not Active,Retain
15648178,Female,23,Germany,7/9/2019 0:00,non credit card holder,174570.55,137964.51,630,4,1,Active,Retain
15648225,Female,38,Spain,6/12/2019 0:00,non credit card holder,159649.44,103895.31,652,3,1,Active,Retain
15648272,Male,35,Spain,3/25/2019 0:00,credit card holder,68141.92,71829.34,658,4,1,Active,Retain
15648320,Female,31,France,1/4/2016 0:00,credit card holder,102153.75,123974.96,658,7,1,Not Active,Retain
15648362,Male,45,Germany,3/3/2019 0:00,credit card holder,84300.4,108924.33,728,4,2,Not Active,Exit
15648367,Female,29,Germany,2/7/2019 0:00,credit card holder,96051.1,74430.1,600,4,2,Active,Retain
15648455,Male,51,Germany,4/30/2019 0:00,credit card holder,29883.63,131156.76,647,4,1,Not Active,Retain
15648461,Male,37,Spain,8/23/2019 0:00,credit card holder,113926.31,138162.41,688,4,2,Active,Retain
15648479,Female,45,France,3/17/2019 0:00,credit card holder,166830.71,0,655,4,2,Not Active,Retain
15648489,Male,53,France,8/10/2019 0:00,credit card holder,24207.86,199689.49,487,3,1,Active,Exit
15648577,Female,31,France,7/29/2018 0:00,credit card holder,176570.28,0,493,5,1,Active,Exit
15648638,Male,34,Spain,12/26/2019 0:00,credit card holder,190347.72,0,629,3,2,Not Active,Retain
15648681,Female,47,France,5/30/2017 0:00,non credit card holder,129964.56,139914.6,747,6,4,Active,Exit
15648702,Male,70,Germany,5/8/2019 0:00,credit card holder,74532.02,119684.88,775,4,2,Active,Retain
15648721,Male,64,France,10/12/2017 0:00,credit card holder,3185.67,0,711,5,2,Active,Retain
15648725,Male,41,France,5/22/2019 0:00,credit card holder,108665.89,0,660,4,2,Active,Retain
15648735,Male,37,France,1/18/2019 0:00,credit card holder,142.81,0,718,4,2,Active,Retain
15648766,Male,35,Spain,7/22/2016 0:00,non credit card holder,94488.82,116969.35,569,7,1,Not Active,Retain
15648794,Male,57,Spain,6/25/2017 0:00,credit card holder,37141.62,101247.06,836,6,1,Not Active,Exit
15648800,Female,21,Germany,11/13/2019 0:00,credit card holder,106663.46,132312.06,731,3,1,Not Active,Exit
15648858,Female,27,France,11/28/2016 0:00,non credit card holder,64511.44,85225.21,666,6,1,Active,Retain
15648876,Female,34,France,2/26/2018 0:00,credit card holder,27380.99,0,501,5,1,Not Active,Retain
15648881,Male,40,Germany,1/10/2017 0:00,non credit card holder,7926.35,101016.53,581,5,1,Active,Exit
15648898,Female,27,Spain,9/14/2016 0:00,credit card holder,114669.79,124995.98,560,7,1,Active,Retain
15648933,Male,44,Germany,12/17/2018 0:00,credit card holder,28144.07,111100.98,831,4,1,Active,Exit
15648951,Male,41,Spain,2/11/2018 0:00,credit card holder,199108.88,0,785,4,2,Active,Retain
15648967,Female,64,Germany,11/9/2019 0:00,credit card holder,84760.32,169362.43,698,4,1,Not Active,Exit
15648989,Male,37,France,6/7/2018 0:00,credit card holder,197266.58,126872.6,850,5,1,Not Active,Retain
15649024,Female,39,France,2/25/2018 0:00,credit card holder,59636.43,132865.56,748,5,1,Active,Exit
15649033,Female,55,Germany,1/12/2016 0:00,credit card holder,139469.11,127723.25,603,6,2,Not Active,Exit
15649060,Female,31,Germany,3/21/2019 0:00,credit card holder,60212.51,82729.47,727,4,2,Not Active,Retain
15649078,Female,27,Germany,11/30/2018 0:00,credit card holder,110805.79,111837.78,850,4,2,Active,Retain
15649086,Male,42,France,8/10/2019 0:00,credit card holder,121568.37,0,596,3,2,Active,Retain
15649101,Male,40,France,2/27/2018 0:00,non credit card holder,173245.68,127847.86,601,5,1,Not Active,Retain
15649112,Female,33,Spain,4/11/2018 0:00,non credit card holder,27867.59,122134.4,738,4,2,Active,Retain
15649121,Male,52,France,11/6/2018 0:00,credit card holder,116137.01,0,665,5,1,Not Active,Exit
15649124,Male,30,France,4/12/2019 0:00,non credit card holder,40313.47,121535.18,850,3,1,Not Active,Retain
15649129,Male,32,France,10/1/2017 0:00,credit card holder,115950.96,0,757,6,2,Not Active,Retain
15649136,Female,43,France,12/9/2019 0:00,credit card holder,16301.91,0,650,4,2,Active,Retain
15649150,Female,53,France,1/5/2017 0:00,credit card holder,141501.45,127642.44,531,6,1,Not Active,Exit
15649160,Female,38,France,6/15/2018 0:00,credit card holder,194138.36,138731.95,554,5,1,Active,Retain
15649183,Female,35,Spain,5/29/2017 0:00,non credit card holder,88658.73,0,598,6,3,Active,Retain
15649211,Male,40,Spain,6/9/2018 0:00,credit card holder,101089.76,83015.71,708,5,1,Not Active,Retain
15649239,Male,46,Spain,6/26/2018 0:00,credit card holder,153015.42,0,731,5,2,Not Active,Retain
15649280,Female,40,Germany,11/29/2019 0:00,credit card holder,18082.06,134504.78,521,3,1,Not Active,Retain
15649292,Female,49,France,9/23/2017 0:00,non credit card holder,163550.58,29602.08,748,5,1,Not Active,Exit
15649297,Female,62,France,11/25/2017 0:00,non credit card holder,125660.99,111065.93,605,5,2,Active,Retain
15649354,Male,35,Spain,5/11/2019 0:00,credit card holder,9658.41,0,754,3,2,Active,Retain
15649359,Male,36,France,9/21/2019 0:00,non credit card holder,17135.6,0,587,4,2,Active,Retain
15649379,Female,46,France,3/31/2017 0:00,credit card holder,187980.21,0,850,6,2,Active,Retain
15649414,Female,61,France,12/9/2018 0:00,credit card holder,45214.04,142105.35,570,5,1,Active,Retain
15649418,Female,29,France,8/20/2017 0:00,credit card holder,115818.51,178171.04,776,6,2,Active,Retain
15649423,Female,35,France,12/26/2019 0:00,non credit card holder,10357.03,0,580,3,2,Active,Retain
15649430,Male,28,France,12/9/2016 0:00,credit card holder,123885.88,0,723,7,2,Active,Retain
15649450,Male,24,Germany,10/17/2016 0:00,credit card holder,186035.72,143221.35,805,6,2,Not Active,Retain
15649451,Male,25,France,8/12/2019 0:00,non credit card holder,88728.47,0,746,3,2,Active,Retain
15649457,Male,41,Germany,10/16/2019 0:00,non credit card holder,7034.94,131341.46,588,3,2,Active,Retain
15649487,Female,38,Germany,12/21/2018 0:00,credit card holder,176712.59,113150.44,578,4,2,Not Active,Exit
15649508,Male,48,Spain,7/13/2016 0:00,credit card holder,174729.3,0,643,7,2,Not Active,Retain
15649523,Male,38,France,12/31/2017 0:00,credit card holder,46176.22,0,581,5,2,Not Active,Retain
15649536,Male,38,Germany,11/22/2016 0:00,credit card holder,58440.43,128015.83,741,6,1,Not Active,Retain
15649616,Male,60,Spain,9/28/2019 0:00,credit card holder,141364.62,124447.73,636,3,1,Active,Exit
15649618,Female,39,Germany,4/4/2019 0:00,non credit card holder,139537.43,167395.6,799,4,2,Active,Retain
15649668,Female,36,Germany,11/25/2017 0:00,credit card holder,96660.76,145750.45,637,5,2,Active,Retain
15649738,Female,46,France,4/26/2019 0:00,credit card holder,125962.02,0,698,4,2,Active,Retain
15649744,Female,51,France,7/23/2016 0:00,credit card holder,40546.15,123981.31,628,7,2,Active,Retain
15649793,Male,20,France,9/25/2019 0:00,non credit card holder,187638.34,0,658,3,2,Not Active,Retain
15649853,Female,45,France,7/22/2018 0:00,credit card holder,184474.15,0,625,5,1,Active,Exit
15649858,Male,37,Spain,3/7/2019 0:00,credit card holder,119890.86,96776.49,469,4,1,Active,Retain
15649992,Male,65,Spain,12/9/2017 0:00,non credit card holder,190419.81,134714.7,681,6,2,Active,Retain
15650018,Female,43,France,8/5/2018 0:00,non credit card holder,114659.81,154100.3,681,5,1,Not Active,Retain
15650026,Male,44,France,9/11/2019 0:00,non credit card holder,52629.73,63562.02,513,3,2,Active,Exit
15650034,Female,28,France,4/4/2017 0:00,credit card holder,162428.05,0,564,6,1,Active,Retain
15650068,Male,58,France,12/9/2016 0:00,credit card holder,162599.51,149117.31,511,7,1,Active,Retain
15650086,Male,43,France,6/30/2018 0:00,credit card holder,130795.52,165896,725,5,2,Not Active,Retain
15650098,Female,40,France,12/3/2016 0:00,credit card holder,34453.17,0,630,7,2,Active,Retain
15650237,Female,32,Spain,10/21/2018 0:00,credit card holder,89520.75,0,754,4,2,Not Active,Retain
15650244,Male,29,Spain,2/10/2017 0:00,credit card holder,64945.57,80895.44,786,5,2,Not Active,Retain
15650258,Female,35,France,6/2/2017 0:00,credit card holder,195649.79,113090.4,479,6,1,Not Active,Retain
15650266,Male,39,Germany,10/17/2017 0:00,credit card holder,193974.47,146186.28,679,5,2,Active,Retain
15650288,Male,35,Germany,4/22/2016 0:00,credit card holder,129964.94,116269.01,634,7,1,Not Active,Retain
15650313,Male,65,Germany,12/17/2019 0:00,credit card holder,85179.48,129472.33,632,3,1,Active,Retain
15650322,Female,34,France,9/14/2019 0:00,non credit card holder,74694.41,105588.66,701,4,1,Active,Retain
15650351,Female,38,France,2/12/2019 0:00,credit card holder,166520.96,102133.38,653,3,1,Active,Retain
15650391,Female,29,France,5/15/2016 0:00,credit card holder,4272,169988.35,633,7,1,Not Active,Retain
15650424,Female,48,France,9/22/2018 0:00,credit card holder,157458.61,147341.43,641,5,1,Active,Exit
15650432,Male,41,Germany,12/12/2019 0:00,credit card holder,198072.16,84622.13,849,3,1,Active,Retain
15650437,Male,32,Germany,11/18/2016 0:00,credit card holder,165786.1,124450.36,522,6,2,Active,Retain
15650442,Female,32,Germany,7/11/2018 0:00,credit card holder,167087.34,141528.88,644,4,1,Active,Exit
15650454,Male,57,France,4/24/2016 0:00,credit card holder,122449.18,0,641,7,2,Active,Retain
15650488,Female,48,France,4/6/2018 0:00,credit card holder,92144.09,127253.98,492,5,1,Active,Exit
15650538,Female,48,Germany,9/11/2016 0:00,credit card holder,16645.77,168286.58,445,6,1,Not Active,Exit
15650545,Male,69,France,2/9/2017 0:00,credit card holder,139065.94,71996.09,849,6,1,Active,Retain
15650575,Female,59,Spain,1/8/2018 0:00,credit card holder,160849.43,0,720,5,2,Active,Exit
15650591,Male,50,Germany,7/14/2017 0:00,credit card holder,100720.02,118098.62,809,6,1,Active,Exit
15650670,Female,40,Germany,2/16/2017 0:00,credit card holder,93795.86,105222.86,567,6,2,Not Active,Retain
15650751,Female,30,France,7/27/2018 0:00,credit card holder,137757.69,0,585,5,2,Active,Retain
15650864,Male,42,France,5/31/2017 0:00,credit card holder,34777.23,0,507,6,2,Not Active,Retain
15650889,Female,30,Germany,12/14/2019 0:00,credit card holder,155593.74,133537.1,710,3,2,Not Active,Retain
15650924,Female,32,Spain,5/8/2018 0:00,credit card holder,177622.38,103515.39,761,5,2,Active,Retain
15650933,Female,48,Spain,12/21/2019 0:00,credit card holder,187921.3,155413.06,490,3,1,Not Active,Retain
15651001,Female,39,Germany,8/22/2019 0:00,credit card holder,124052.97,116803.8,725,4,1,Not Active,Retain
15651020,Female,25,France,8/9/2018 0:00,non credit card holder,46758.42,110666.42,473,5,2,Not Active,Retain
15651022,Male,44,Germany,7/9/2016 0:00,credit card holder,5472.7,129608.57,480,7,1,Not Active,Exit
15651052,Male,46,Germany,3/7/2017 0:00,credit card holder,139994.68,127655.22,399,6,1,Not Active,Exit
15651063,Female,37,Germany,12/11/2019 0:00,credit card holder,179634.69,127480.58,524,3,2,Not Active,Retain
15651075,Male,35,Germany,7/21/2018 0:00,non credit card holder,177112.7,142296.13,562,5,1,Active,Retain
15651093,Female,55,France,10/14/2018 0:00,non credit card holder,54409.48,0,707,4,2,Active,Retain
15651103,Female,69,Spain,6/5/2017 0:00,credit card holder,196993.69,183744.98,762,6,1,Active,Retain
15651140,Female,32,France,10/24/2019 0:00,credit card holder,94790.34,0,710,3,1,Not Active,Retain
15651144,Female,35,Germany,7/19/2019 0:00,non credit card holder,64722.61,150561.03,632,4,2,Not Active,Retain
15651264,Male,51,Germany,9/19/2019 0:00,non credit card holder,118545.49,124425.99,850,4,1,Not Active,Exit
15651272,Male,38,France,8/11/2018 0:00,credit card holder,81452.29,0,709,4,2,Active,Retain
15651280,Male,35,Germany,6/19/2017 0:00,non credit card holder,84509.57,136857,742,6,1,Not Active,Retain
15651315,Male,41,France,11/23/2019 0:00,credit card holder,132719.8,0,627,3,2,Not Active,Retain
15651336,Female,32,France,5/17/2019 0:00,credit card holder,147040.25,0,756,4,2,Not Active,Retain
15651352,Female,38,France,5/3/2019 0:00,credit card holder,146388.85,0,529,4,1,Not Active,Exit
15651369,Male,21,France,2/3/2017 0:00,credit card holder,66232.23,0,626,6,2,Not Active,Retain
15651389,Male,24,Spain,10/20/2018 0:00,non credit card holder,180932.46,143656.55,561,4,1,Active,Retain
15651450,Male,31,Germany,4/22/2017 0:00,credit card holder,112157.31,123212.08,666,6,2,Active,Retain
15651460,Male,34,Spain,11/9/2019 0:00,credit card holder,16250.61,0,424,4,1,Active,Retain
15651533,Female,50,Germany,2/13/2019 0:00,credit card holder,177805.44,129293.74,570,4,1,Not Active,Exit
15651554,Female,54,Germany,11/11/2018 0:00,credit card holder,133573.29,118449.21,618,4,1,Active,Exit
15651581,Male,68,Germany,1/26/2016 0:00,credit card holder,35865.44,112595.85,758,7,1,Not Active,Exit
15651585,Male,35,Germany,6/29/2018 0:00,credit card holder,83052.03,117212.18,661,5,1,Active,Retain
15651627,Male,39,Germany,11/14/2018 0:00,credit card holder,107674.3,115341.19,628,4,1,Active,Exit
15651664,Female,61,France,10/8/2017 0:00,credit card holder,62845.64,104267.7,615,6,1,Not Active,Exit
15651674,Female,54,Spain,9/22/2018 0:00,non credit card holder,191763.07,0,438,5,1,Not Active,Exit
15651713,Male,45,France,1/11/2018 0:00,credit card holder,183575.01,148071.39,684,4,1,Not Active,Retain
15651737,Male,44,Spain,11/15/2018 0:00,non credit card holder,80828.78,83325.77,623,4,1,Active,Retain
15651740,Female,30,Spain,12/9/2016 0:00,non credit card holder,149195.44,0,525,7,2,Active,Retain
15651802,Female,39,Spain,6/20/2017 0:00,credit card holder,93536.38,97854.37,632,6,2,Not Active,Retain
15651823,Female,60,France,9/15/2019 0:00,credit card holder,88206.04,147751.75,590,4,1,Not Active,Exit
15651868,Male,34,France,12/31/2018 0:00,non credit card holder,22736.06,0,672,4,1,Not Active,Retain
15651883,Female,55,Germany,10/9/2019 0:00,credit card holder,160526.36,115796.7,794,4,1,Not Active,Exit
15651900,Female,53,Germany,10/31/2017 0:00,credit card holder,182960.46,81571.05,782,5,1,Not Active,Exit
15651943,Female,65,Spain,11/11/2016 0:00,non credit card holder,103182.46,0,580,6,2,Active,Retain
15651955,Male,31,France,4/12/2018 0:00,non credit card holder,9607.1,0,603,4,2,Active,Retain
15651958,Male,27,France,11/26/2017 0:00,credit card holder,157932.75,0,756,5,2,Active,Retain
15651983,Female,56,France,7/27/2016 0:00,credit card holder,196241.94,128882.49,591,7,1,Active,Exit
15652030,Male,49,Germany,4/1/2017 0:00,credit card holder,169037.84,108204.52,637,6,1,Not Active,Exit
15652048,Male,44,Germany,12/30/2018 0:00,credit card holder,197812.16,105007.31,563,4,2,Active,Retain
15652069,Male,30,France,11/27/2017 0:00,credit card holder,141860.62,0,833,5,2,Not Active,Retain
15652084,Male,40,France,3/10/2016 0:00,credit card holder,166370.81,109542.29,515,6,1,Active,Retain
15652169,Male,35,France,7/15/2016 0:00,non credit card holder,122254.86,133161.95,642,7,1,Active,Retain
15652180,Male,30,France,6/21/2018 0:00,credit card holder,132029.95,0,582,5,2,Active,Retain
15652192,Female,33,France,10/7/2017 0:00,non credit card holder,93541.14,160541.36,759,6,2,Not Active,Retain
15652218,Male,33,France,12/18/2016 0:00,credit card holder,71333.44,152302.72,750,6,1,Not Active,Retain
15652266,Male,42,Germany,7/16/2017 0:00,non credit card holder,137316.32,63227,703,6,1,Active,Retain
15652289,Male,47,France,11/13/2017 0:00,credit card holder,197528.62,0,694,5,2,Not Active,Retain
15652320,Male,40,France,10/28/2018 0:00,non credit card holder,100727.68,0,588,4,2,Not Active,Retain
15652400,Male,56,Spain,11/26/2018 0:00,non credit card holder,18897.78,168883.08,667,4,1,Active,Retain
15652401,Female,36,France,12/25/2016 0:00,non credit card holder,108098.28,0,496,6,2,Not Active,Retain
15652469,Male,27,France,6/11/2016 0:00,credit card holder,93003.21,0,699,6,2,Not Active,Retain
15652527,Male,44,France,6/25/2017 0:00,non credit card holder,72330.46,108724.98,680,6,1,Active,Retain
15652540,Male,31,France,3/6/2018 0:00,non credit card holder,77326.78,0,683,5,2,Active,Retain
15652615,Male,39,France,3/14/2019 0:00,credit card holder,92985.78,140004.96,742,4,1,Active,Retain
15652626,Male,55,France,11/25/2017 0:00,credit card holder,140126.17,115285.85,826,5,1,Not Active,Retain
